nameOrig,customer_age,account_type,region,tenure_years,credit_score,avg_monthly_trans,device_type,kyc_verified
C1055436107,58,Business,West,15.3,386,163.9,Mobile,True
C3434786026,65,Checking,West,11.6,564,178.2,Web,False
C6804829812,48,Checking,East,12.5,841,52.7,Mobile,True
C1500187307,53,Checking,South,1.0,691,117.0,Web,False
C5840841489,61,Checking,North,4.2,531,154.8,Branch,True
C4889259705,50,Savings,West,1.5,746,61.3,Web,True
C4587897707,50,Checking,East,5.8,428,84.8,Branch,False
C7189694474,56,Checking,North,12.5,570,107.2,Web,True
C6430865091,35,Savings,West,11.3,388,31.3,Web,True
C3162717793,40,Checking,North,12.2,765,10.1,Mobile,True
C1292526039,40,Savings,West,11.0,469,34.8,Web,True
C6232018881,32,Savings,North,5.5,427,127.2,Mobile,True
C7296921513,43,Checking,West,4.9,473,19.4,Mobile,True
C2912920566,47,Business,West,2.7,325,42.0,Mobile,True
C1062565460,42,Checking,North,17.0,810,70.9,Web,True
C6002040998,62,Business,West,12.3,787,20.2,Mobile,False
C1090284985,33,Savings,West,3.7,705,42.4,Branch,True
C4520196245,56,Business,West,3.5,325,182.7,Branch,True
C6512006708,65,Checking,North,17.5,382,8.8,Web,True
C7627126522,62,Checking,North,14.9,663,132.4,Mobile,True
C1053004410,31,Business,West,13.2,666,80.0,Branch,True
C6948970379,34,Checking,West,8.1,359,136.2,Web,True
C5090592604,29,Business,North,5.2,591,119.8,Web,True
C1110850498,46,Savings,East,19.6,490,48.6,Web,True
C3376365191,49,Business,West,15.9,760,170.2,Web,True
C5271697090,41,Business,East,6.0,532,100.9,Web,True
C1487653364,69,Business,North,17.0,773,165.4,Mobile,True
C4940817222,30,Business,West,15.2,704,84.2,Mobile,True
C8826886881,37,Savings,East,5.9,570,197.0,Mobile,True
C4877340949,32,Savings,North,8.5,433,155.2,Mobile,True
C2937860011,21,Savings,East,3.7,470,193.4,Web,True
C2419020553,51,Business,South,2.2,714,105.3,Web,True
C7246078151,45,Savings,North,14.5,327,97.4,Branch,True
C5024074545,67,Checking,South,5.4,435,152.3,Branch,True
C4420874427,19,Savings,North,16.4,704,176.7,Mobile,True
C8545218541,64,Business,North,19.9,804,193.0,Web,False
C1713286051,47,Checking,West,1.5,540,68.3,Branch,True
C1253857558,43,Business,South,9.5,743,160.7,Branch,True
C9791682072,68,Checking,South,16.0,733,46.1,Branch,True
C9280919229,64,Business,South,15.8,527,111.4,Branch,True
C1391446058,43,Business,North,15.2,808,40.1,Mobile,True
C6522900763,37,Checking,South,7.0,602,72.7,Web,True
C8182859578,59,Savings,South,9.1,333,186.6,Mobile,True
C1238009435,45,Checking,West,11.9,301,33.5,Branch,True
C1095427651,37,Checking,East,19.5,661,128.3,Branch,True
C9540714232,28,Checking,East,6.6,494,120.6,Web,True
C5472899567,27,Checking,South,18.5,607,28.5,Web,True
C7401255852,40,Checking,South,5.4,549,68.6,Mobile,True
C1728014532,54,Business,South,19.8,446,114.8,Web,True
C1218935443,58,Business,South,13.4,645,41.5,Mobile,True
C7947234641,69,Savings,East,9.3,647,161.1,Mobile,False
C7819106761,36,Savings,West,12.3,553,194.6,Branch,True
C6720838318,62,Checking,North,5.5,698,46.9,Mobile,False
C7991113326,35,Savings,South,5.5,633,41.4,Branch,True
C3780810678,66,Savings,South,2.3,475,93.7,Mobile,True
C3951911961,44,Checking,East,2.3,424,150.8,Mobile,True
C9425075725,23,Business,South,7.0,697,59.9,Web,True
C8431338540,27,Business,West,15.3,430,8.9,Web,True
C3708910784,19,Savings,West,12.2,706,110.5,Branch,True
C9661556663,41,Business,South,2.1,633,191.5,Web,True
C6131513106,55,Business,East,17.0,319,81.3,Mobile,True
